ISIN;ISIN-Bezeichnung;Verwaltungsgesellschaft;OeNB-Identnummer;LEI;LEI-Status;Wrapper;ISIN-Status;Laufzeitende
AT0000A2NWE5;GF 127;Amundi Austria GmbH;26503948;52990073IJ5GW8GQKM61;ISSUED;5453;A;
AT0000A2NXS3;FPM-Fonds (A);IQAM Invest GmbH;26510618;529900SP1WQ0HLKJ0788;ISSUED;5454;A;
AT0000A2NYB7;Raiffeisen-SmartEnergy-ESG-Aktien (I) VTA;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;25209264;529900GURG9FCGT0XH76;ISSUED;5358;A;
AT0000A2NYD3;RG02;LLB Invest Kapitalanlagegesellschaft m.b.H.;26518589;529900V97IFH3R066R51;ISSUED;5456;A;
AT0000A2PDK7;Global Flexible Strategy Fund 2;Erste Asset Management GmbH;26524244;529900I088OCMOHANE24;ISSUED;5457;A;
AT0000A2PDL5;Global Flexible Strategy Fund 2;Erste Asset Management GmbH;26524244;529900I088OCMOHANE24;ISSUED;5457;A;
AT0000A2PDM3;Global Flexible Strategy Fund 2;Erste Asset Management GmbH;26524244;529900I088OCMOHANE24;ISSUED;5457;A;
AT0000A2PDS0;FHCapital;LLB Invest Kapitalanlagegesellschaft m.b.H.;26534436;529900E67R7820G9WM46;ISSUED;5458;A;
AT0000A2PNL4;BV Global Equity 1;3 Banken-Generali Investment-Gesellschaft m.b.H.;26547805;529900RA28NPMM47GS08;ISSUED;5459;A;
AT0000A2PNN0;Allianz Invest ESG Renten EM (T);Allianz Invest Kapitalanlagegesellschaft mbH;26562383;5299006Y0CBWR1P4EV59;ISSUED;5462;A;
AT0000A2PTQ0;FlexProtection Secure 20;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;26562375;529900R9FIGWM65UD010;ISSUED;5461;A;
AT0000A2PXJ7;R&B Aktien Global Aktiv (R);LLB Invest Kapitalanlagegesellschaft m.b.H.;25708015;529900UYQYKEXY5A9J76;ISSUED;5401;A;
AT0000A2Q2M5;HYPO VORARLBERG AKTIEN GLOBAL DACHFONDS;MASTERINVEST Kapitalanlage GmbH;26572915;5299002P0WHBDXRAZE58;ISSUED;5463;A;
AT0000A2QA60;BV Global Equity 2;3 Banken-Generali Investment-Gesellschaft m.b.H.;26596717;529900I7D9D4ZWP53994;ISSUED;5464;A;
AT0000A2QA86;Raiffeisen-MegaTrends-ESG-Aktien (I) A;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;8266603;529900WQ21XZ52DAAC20;ISSUED;873;A;
AT0000A2QA94;Raiffeisen-MegaTrends-ESG-Aktien (I) T;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;8266603;529900WQ21XZ52DAAC20;ISSUED;873;A;
AT0000A2QAB0;Raiffeisen-Nachhaltigkeit-ÖsterreichPlus-Aktien (I) T;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;7420005;529900479BYN9BUOZG57;ISSUED;142;A;
AT0000A2QAC8;ERSTE REAL ASSETS EUR R01;Erste Asset Management GmbH;26599945;529900P14LXELHD3Z435;ISSUED;5465;A;
AT0000A2QAD6;ERSTE REAL ASSETS EUR R01;Erste Asset Management GmbH;26599945;529900P14LXELHD3Z435;ISSUED;5465;A;
AT0000A2QAH7;Groot;LLB Invest Kapitalanlagegesellschaft m.b.H.;26599937;529900VONGYGZTR03W61;ISSUED;5466;A;
AT0000A2QDL3;Lakeside 21 (A);IQAM Invest GmbH;26663112;529900XY148S0K8LLM22;ISSUED;5468;A;
AT0000A2QK19;ERSTE RESERVE CORPORATE EUR K01;Erste Asset Management GmbH;7526741;529900RG8SLD0FLTMR32;ISSUED;2150;A;
AT0000A2QK27;ERSTE RESERVE CORPORATE EUR K01;Erste Asset Management GmbH;7526741;529900RG8SLD0FLTMR32;ISSUED;2150;A;
AT0000A2QKC7;Valida Global 1;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;26708051;5299009U4R7W2YITY440;ISSUED;5469;A;
AT0000A2QKD5;ERSTE BOND EM CORPORATE IG (EUR) EUR I01;Erste Asset Management GmbH;16003519;529900AOOO2DCG9GNP46;ISSUED;4428;A;
AT0000A2QKF0;A-RESERVE;3 Banken-Generali Investment-Gesellschaft m.b.H.;26712202;5299000DWYXHOJ5RXF68;ISSUED;5470;A;
AT0000A2QKG8;EICHE;3 Banken-Generali Investment-Gesellschaft m.b.H.;26712210;529900F5SVIPTUJDDQ81;ISSUED;5471;A;
AT0000A2QKH6;BKS Anlagemix werteorientiert (R);3 Banken-Generali Investment-Gesellschaft m.b.H.;22419144;529900R0DU1C4V1PL990;ISSUED;5231;A;
AT0000A2QKJ2;Valida Global 2;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;26712199;529900HN5KVEZ79YRG73;ISSUED;5472;A;
AT0000A2QKP9;IVSF;LLB Invest Kapitalanlagegesellschaft m.b.H.;26721600;529900RRYRS3QI0L7R56;ISSUED;5473;A;
AT0000A2QKX3;Sirius-Invest 144;Gutmann Kapitalanlagegesellschaft m.b.H;26729199;5299009NM7K9Z46K3O98;ISSUED;5474;A;
AT0000A2QL00;OBK 70;3 Banken-Generali Investment-Gesellschaft m.b.H.;26729180;529900O7AROA9OLCC737;ISSUED;5475;A;
AT0000A2QL91;Raiffeisen-Nachhaltigkeit-Rent (I) T;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;3249310;52990011HIMFWWQLM242;ISSUED;158;A;
AT0000A2QLA9;Raiffeisen-Nachhaltigkeit-Rent (I) A;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;3249310;52990011HIMFWWQLM242;ISSUED;158;A;
AT0000A2QLF8;BTV AM Aktien ESG;3 Banken-Generali Investment-Gesellschaft m.b.H.;26740400;529900594DIU8ENNN328;ISSUED;5477;A;
AT0000A2QLG6;BTV AM Anleihen ESG;3 Banken-Generali Investment-Gesellschaft m.b.H.;26740419;529900FLQB6CLIN9AH92;ISSUED;5478;A;
AT0000A2QLY9;CMI 167;LLB Invest Kapitalanlagegesellschaft m.b.H.;26760568;529900HTIF6NJVVJDR87;ISSUED;5479;A;
AT0000A2QM17;DVSV Plus;LLB Invest Kapitalanlagegesellschaft m.b.H.;26777029;529900X4DJ8I9M1X3O14;ISSUED;5481;A;
AT0000A2QM41;IQAM ShortTerm EUR (DT);IQAM Invest GmbH;4421060;529900XUSI8UBEIBFD14;ISSUED;88;A;
AT0000A2QMB5;VBV VK Aktien Opportunities ESG Fonds;Erste Asset Management GmbH;26790432;529900VI5ET97ZDT0289;ISSUED;5482;A;
AT0000A2QMC3;VBV VK Anleihen Opportunities ESG Fonds;Erste Asset Management GmbH;26790424;529900YAUX9ZWKAOG321;ISSUED;5483;A;
AT0000A2QMH2;Amundi Öko Sozial Mix dynamisch;Amundi Austria GmbH;19276877;213800M2ERS4I5W18D20;ISSUED;4959;A;
AT0000A2QMJ8;SmartSelection - Aktien Global Strategie;Amundi Austria GmbH;17474620;529900MOTWM5NYGZXU06;ISSUED;4712;A;
AT0000A2QMK6;Amundi Öko Sozial Euro Corporate Bond;Amundi Austria GmbH;7270321;213800K1N1CQ227NCM16;ISSUED;1834;A;
AT0000A2QP89;ERSTE RESPONSIBLE STOCK EUROPE CZK R01;Erste Asset Management GmbH;7525320;5299006I9PTVH3FDI917;ISSUED;2325;A;
AT0000A2QP97;ERSTE RESPONSIBLE STOCK EUROPE HUF R01;Erste Asset Management GmbH;7525320;5299006I9PTVH3FDI917;ISSUED;2325;A;
AT0000A2QS03;VPI Strategie;LLB Invest Kapitalanlagegesellschaft m.b.H.;26862417;529900OVPVUIADDR1896;ISSUED;5488;A;
AT0000A2QS78;OBK 71;3 Banken-Generali Investment-Gesellschaft m.b.H.;26874881;529900FS6O9F4WRHY084;ISSUED;5489;A;
AT0000A2QSA4;CRF 2 (I);LLB Invest Kapitalanlagegesellschaft m.b.H.;26874890;5299008M0UWORIIT0C34;ISSUED;5490;A;
AT0000A2QSE6;Raiffeisen-Nachhaltigkeit-EmergingMarkets-Aktien (RZ) VTA;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;20050283;5299003FV3YCM9G40M60;ISSUED;5028;A;
AT0000A2QSF3;Raiffeisen-Nachhaltigkeit-EmergingMarkets-Aktien (R) VTI;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;20050283;5299003FV3YCM9G40M60;ISSUED;5028;A;
AT0000A2QU90;GM AS;Gutmann Kapitalanlagegesellschaft m.b.H;26893266;529900N2G4B3P8F92D40;ISSUED;5492;A;
AT0000A2R0P1;Quant Global Plus (R);3 Banken-Generali Investment-Gesellschaft m.b.H.;26893258;529900ZQ7I3FBQ82E513;ISSUED;5493;A;
AT0000A2R1H6;ERSTE RESPONSIBLE STOCK DIVIDEND EUR D02;Erste Asset Management GmbH;19968264;529900ZJC0AHAN0GZQ81;ISSUED;5014;A;
AT0000A2R4B3;Raiffeisen-Mehrwert 2027 A;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;26915600;5299005JNXOB0JCPJN77;ISSUED;5494;A;2027.04.30
AT0000A2R4C1;Raiffeisen-Mehrwert 2027 VTA;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;26915600;5299005JNXOB0JCPJN77;ISSUED;5494;A;2027.04.30
AT0000A2R8R0;Raiffeisen-HighTech-ESG-Aktien (I) VTA;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;8500894;529900YCX28O8NNXND08;ISSUED;2057;A;
AT0000A2R8U4;Cipio VIII Linked Note;GBG Private Markets GmbH;;;;;A;
AT0000A2R911;Choice-Global Equity Fund (I);LLB Invest Kapitalanlagegesellschaft m.b.H.;26936402;5299004HNCFNMEEPX059;ISSUED;5498;A;
AT0000A2R929;Choice-Global Equity Fund (I);LLB Invest Kapitalanlagegesellschaft m.b.H.;26936402;5299004HNCFNMEEPX059;ISSUED;5498;A;
AT0000A2R9H9;3 Banken Wachstumsaktien-Fonds (I);3 Banken-Generali Investment-Gesellschaft m.b.H.;26942607;529900FTORQRUKAPJA29;ISSUED;5501;A;
AT0000A2R9M9;R&B NEXT Active;LLB Invest Kapitalanlagegesellschaft m.b.H.;26949407;52990033BQS3VLXJPN78;ISSUED;5502;A;
AT0000A2R9N7;R&B NEXT Active;LLB Invest Kapitalanlagegesellschaft m.b.H.;26949407;52990033BQS3VLXJPN78;ISSUED;5502;A;
AT0000A2R9P2;LLB Strategie Total Return 2.0 (I-A);LLB Invest Kapitalanlagegesellschaft m.b.H.;26949415;529900LI5W7YGXZBZK02;ISSUED;5503;A;
AT0000A2R9Q0;LLB Strategie Total Return 2.0 (I-B);LLB Invest Kapitalanlagegesellschaft m.b.H.;26949415;529900LI5W7YGXZBZK02;ISSUED;5503;A;
AT0000A2R9R8;LLB Strategie Total Return 2.0 (R);LLB Invest Kapitalanlagegesellschaft m.b.H.;26949415;529900LI5W7YGXZBZK02;ISSUED;5503;A;
AT0000A2RAP8;PPS;LLB Invest Kapitalanlagegesellschaft m.b.H.;26997061;529900E04X4G6YPLKQ55;ISSUED;5505;A;
AT0000A2RAQ6;PST Global Invest;LLB Invest Kapitalanlagegesellschaft m.b.H.;26997053;529900QK79MNNMH1AU12;ISSUED;5506;A;
AT0000A2REK1;APEX Digital Health (EuVECA) GmbH & Co KG;APEX Ventures GmbH;;;;;A;
AT0000A2REL9;APEX Ventures EuVECA GmbH & Co KG limited partner (KG-Anteil);APEX Ventures GmbH;;;;;A;
AT0000A2RGY7;CMI 168;LLB Invest Kapitalanlagegesellschaft m.b.H.;27033821;529900V3QKDEDK773T92;ISSUED;5507;A;
AT0000A2RJ45;Ethik Mix Dynamisch (A);KEPLER-FONDS Kapitalanlagegesellschaft m.b.H.;27038033;5299000GVC0OI1NL4172;ISSUED;5508;A;
AT0000A2RJ52;Ethik Mix Dynamisch (T);KEPLER-FONDS Kapitalanlagegesellschaft m.b.H.;27038033;5299000GVC0OI1NL4172;ISSUED;5508;A;
AT0000A2RJ60;Portfolio Management Ethik Mix Dynamisch (T);KEPLER-FONDS Kapitalanlagegesellschaft m.b.H.;27038033;5299000GVC0OI1NL4172;ISSUED;5508;A;
AT0000A2RR94;LLB Bond Strategy CEEMENA+ USD;LLB Invest Kapitalanlagegesellschaft m.b.H.;27070476;5299008HBWIK1FQTMW14;ISSUED;5510;A;
AT0000A2RRA4;LLB Bond Strategy CEEMENA+ USD;LLB Invest Kapitalanlagegesellschaft m.b.H.;27070476;5299008HBWIK1FQTMW14;ISSUED;5510;A;
AT0000A2RRB2;LLB Bond Strategy CEEMENA+ USD;LLB Invest Kapitalanlagegesellschaft m.b.H.;27070476;5299008HBWIK1FQTMW14;ISSUED;5510;A;
AT0000A2RRD8;CMI 169;LLB Invest Kapitalanlagegesellschaft m.b.H.;27065790;5299009UQ3MVA8ZEE209;ISSUED;5509;A;
AT0000A2RUB6;ERSTE FAIR INVEST EUR D02;Erste Asset Management GmbH;27087115;529900F42EL8YYZP9D81;ISSUED;5511;A;
AT0000A2RUC4;ERSTE FAIR INVEST EUR R01;Erste Asset Management GmbH;27087115;529900F42EL8YYZP9D81;ISSUED;5511;A;
AT0000A2RUD2;ERSTE FAIR INVEST EUR R01;Erste Asset Management GmbH;27087115;529900F42EL8YYZP9D81;ISSUED;5511;A;
AT0000A2RUE0;ERSTE FAIR INVEST EUR R01;Erste Asset Management GmbH;27087115;529900F42EL8YYZP9D81;ISSUED;5511;A;
AT0000A2RUF7;ERSTE FAIR INVEST HUF D02;Erste Asset Management GmbH;27087115;529900F42EL8YYZP9D81;ISSUED;5511;A;
AT0000A2RUG5;ERSTE FAIR INVEST HUF R01;Erste Asset Management GmbH;27087115;529900F42EL8YYZP9D81;ISSUED;5511;A;
AT0000A2RXB0;C-QUADRAT ARTS Total Return ESG I;Ampega Investment GmbH (AT-Fonds);8423628;529900R7GX3HX07QCZ36;ISSUED;2590;A;
AT0000A2RXC8;C-QUADRAT ARTS Total Return ESG IH;Ampega Investment GmbH (AT-Fonds);8423628;529900R7GX3HX07QCZ36;ISSUED;2590;A;
AT0000A2RXZ9;Sirius 25 - Euro Corporate Bond Fund (EUR) (A5);Gutmann Kapitalanlagegesellschaft m.b.H;8471339;529900ZALRPIDKMWKF09;ISSUED;689;A;
AT0000A2RY04;Sirius 25 - Euro Corporate Bond Fund (EUR) (T);Gutmann Kapitalanlagegesellschaft m.b.H;8471339;529900ZALRPIDKMWKF09;ISSUED;689;A;
AT0000A2RYB8;ERSTE BOND CHINA EUR R01;Erste Asset Management GmbH;24042013;529900B998QZ4A89ND68;ISSUED;5264;A;
AT0000A2RYC6;ERSTE BOND CHINA EUR D02;Erste Asset Management GmbH;24042013;529900B998QZ4A89ND68;ISSUED;5264;A;
AT0000A2RYF9;Amundi Ethik Fonds - R2;Amundi Austria GmbH;8453748;213800SR93VRKWYMA218;ISSUED;61;A;
AT0000A2RYS2;PCI - Concept Giesswein;LLB Invest Kapitalanlagegesellschaft m.b.H.;27155927;5299004IHN7DVLFQGL67;ISSUED;5512;A;
AT0000A2RZD1;OBK 72;3 Banken-Generali Investment-Gesellschaft m.b.H.;27171841;529900UME2M5T7Q0ZF04;ISSUED;5513;A;
AT0000A2S0G9;FELIX 2021;LLB Invest Kapitalanlagegesellschaft m.b.H.;27201112;529900LKI8YFONMJP816;ISSUED;5514;A;
AT0000A2S745;SB2021  (T);Schoellerbank Invest AG;27222594;529900ZNAZ58HCAZOL15;ISSUED;5515;A;
AT0000A2S752;OBK 73;3 Banken-Generali Investment-Gesellschaft m.b.H.;27230562;529900A7F9XHAIHZNS78;ISSUED;5516;A;
AT0000A2S7C3;Oberbank Premium Strategie dynamisch (I);3 Banken-Generali Investment-Gesellschaft m.b.H.;20862270;529900JR4CBOIUC0UQ63;ISSUED;5118;A;
AT0000A2S7J8;Aquila 136;Gutmann Kapitalanlagegesellschaft m.b.H;27245284;529900Y9OCZJ2SJDZP25;ISSUED;5517;A;
AT0000A2S7N0;SB Anleihen Nachhaltig (A);Schoellerbank Invest AG;27253821;529900EPN5BN9ESBWV28;ISSUED;5518;A;
AT0000A2S7P5;SB Anleihen Nachhaltig (T);Schoellerbank Invest AG;27253821;529900EPN5BN9ESBWV28;ISSUED;5518;A;
AT0000A2SAX0;PCI Diversified - IQ Best Ideas Strategy;LLB Invest Kapitalanlagegesellschaft m.b.H.;27268446;529900408AXHYKKDE549;ISSUED;5519;A;
AT0000A2SGG2;IQAM SRI SparTrust M (CT);IQAM Invest GmbH;3262880;5299005UKBRYJFDDK154;ISSUED;87;A;
AT0000A2SGW9;K 460;KEPLER-FONDS Kapitalanlagegesellschaft m.b.H.;27287807;529900W2V1NNX1C79N53;ISSUED;5520;A;
AT0000A2SKF6;VBV VK High Yield ESG;Amundi Austria GmbH;27299341;5299006Q2U1U8JY5Z955;ISSUED;5521;A;
AT0000A2SKG4;R 294-Fonds;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;27299368;529900CIJXDDKNTAO956;ISSUED;5522;A;
AT0000A2SKS9;Aquila 140;Gutmann Kapitalanlagegesellschaft m.b.H;27317412;529900V0KUE0HNQVYW88;ISSUED;5524;A;
AT0000A2SKY7;APEX Ventures (EuVECA) GmbH & Co KG;APEX Ventures GmbH;;;;;A;
AT0000A2SKZ4;GF 158;Amundi Austria GmbH;27328538;529900O5542G1RRGX892;ISSUED;5525;A;
AT0000A2SL08;Raiffeisen-Nachhaltigkeit-Mix (RD) A;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;7160488;529900TCP08VKZIACQ29;ISSUED;159;A;
AT0000A2SL16;Raiffeisen-Nachhaltigkeit-Mix (RD) VTA;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;7160488;529900TCP08VKZIACQ29;ISSUED;159;A;
AT0000A2SP61;GM 7 (EUR) (VTIA);Gutmann Kapitalanlagegesellschaft m.b.H;25100335;529900UGX17ITFIDCC10;ISSUED;5341;A;
AT0000A2SPL3;JPR21;LLB Invest Kapitalanlagegesellschaft m.b.H.;27381013;52990093VSY5HJ9EIE11;ISSUED;5527;A;
AT0000A2SPM1;Z21;LLB Invest Kapitalanlagegesellschaft m.b.H.;27381005;529900RDSMJ8G8O4J768;ISSUED;5528;A;
AT0000A2SPQ2;SpänglerPrivat: CARL Aktien FoF (RT2);IQAM Invest GmbH;27395200;529900WYPMFZKDGBTK68;ISSUED;5529;A;
AT0000A2SPR0;SpänglerPrivat: CARL Aktien FoF (IT);IQAM Invest GmbH;27395200;529900WYPMFZKDGBTK68;ISSUED;5529;A;
AT0000A2SPS8;SpänglerPrivat: CARL Aktien FoF (IT2);IQAM Invest GmbH;27395200;529900WYPMFZKDGBTK68;ISSUED;5529;A;
AT0000A2SPT6;SpänglerPrivat: CARL Anleihen FoF (RT2);IQAM Invest GmbH;27395219;529900WXFU5IE9FQPX02;ISSUED;5530;A;
AT0000A2SPU4;SpänglerPrivat: CARL Anleihen FoF (IT);IQAM Invest GmbH;27395219;529900WXFU5IE9FQPX02;ISSUED;5530;A;
AT0000A2SPV2;SpänglerPrivat: CARL Anleihen FoF (IT2);IQAM Invest GmbH;27395219;529900WXFU5IE9FQPX02;ISSUED;5530;A;
AT0000A2SPW0;SpänglerPrivat: CARL Flexibel FoF (RT2);IQAM Invest GmbH;27395227;529900DD8FNREAGUML79;ISSUED;5531;A;
AT0000A2SPX8;SpänglerPrivat: CARL Flexibel FoF (IT);IQAM Invest GmbH;27395227;529900DD8FNREAGUML79;ISSUED;5531;A;
AT0000A2SPY6;SpänglerPrivat: CARL Flexibel FoF (IT2);IQAM Invest GmbH;27395227;529900DD8FNREAGUML79;ISSUED;5531;A;
AT0000A2SPZ3;R 32823-Fonds;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;27395235;529900T0P6BO7F5RO539;ISSUED;5532;A;
AT0000A2SQ52;K 2021;Erste Asset Management GmbH;27405036;5299006ZWC5NQ5O10838;ISSUED;5533;A;
AT0000A2SQ60;Apollo Euro Corporate Bond ESG (AST);Security Kapitalanlage Aktiengesellschaft;6700756;529900ULJIBMTOFWPN50;ISSUED;637;A;
AT0000A2SQ78;Apollo Euro Corporate Bond ESG (A2ST);Security Kapitalanlage Aktiengesellschaft;6700756;529900ULJIBMTOFWPN50;ISSUED;637;A;
AT0000A2SQ86;Apollo High Yield Bond ESG (A2ST);Security Kapitalanlage Aktiengesellschaft;8358982;529900Z2B9838YBQ9Y61;ISSUED;431;A;
AT0000A2SQ94;Apollo High Yield Bond ESG (AST);Security Kapitalanlage Aktiengesellschaft;8358982;529900Z2B9838YBQ9Y61;ISSUED;431;A;
AT0000A2SQA4;Apollo Muendel Bond ESG (A2ST);Security Kapitalanlage Aktiengesellschaft;8506914;529900HHWM4BZLK5OZ80;ISSUED;226;A;
AT0000A2SQB2;Apollo Muendel Bond ESG (AST);Security Kapitalanlage Aktiengesellschaft;8506914;529900HHWM4BZLK5OZ80;ISSUED;226;A;
AT0000A2SQC0;Schelhammer Capital - Anleihen T;Security Kapitalanlage Aktiengesellschaft;27417840;529900JTIUJEX9DREQ23;ISSUED;5535;A;
AT0000A2SQD8;Schelhammer Capital - Anleihen T3;Security Kapitalanlage Aktiengesellschaft;27417840;529900JTIUJEX9DREQ23;ISSUED;5535;A;
AT0000A2SQE6;Schelhammer Capital - Aktien T;Security Kapitalanlage Aktiengesellschaft;27417859;529900L9Q8VA6059O702;ISSUED;5534;A;
AT0000A2SQF3;Schelhammer Capital - Aktien T3;Security Kapitalanlage Aktiengesellschaft;27417859;529900L9Q8VA6059O702;ISSUED;5534;A;
AT0000A2SQG1;Schelhammer Capital - Aktien Aktiv T;Security Kapitalanlage Aktiengesellschaft;27417832;529900E4DYBV5PV8MU81;ISSUED;5536;A;
AT0000A2SQH9;Schelhammer Capital - Aktien Aktiv T3;Security Kapitalanlage Aktiengesellschaft;27417832;529900E4DYBV5PV8MU81;ISSUED;5536;A;
AT0000A2SQJ5;Schelhammer Capital - Ausgewogenes Portfolio T5;Security Kapitalanlage Aktiengesellschaft;17606497;5299008YFQCE7RGLGG04;ISSUED;4724;A;
AT0000A2SQK3;Schelhammer Capital - Ertragsoptimiertes Portfolio T5;Security Kapitalanlage Aktiengesellschaft;17606470;529900LYYA8T8JA0TW48;ISSUED;4725;A;
AT0000A2SQL1;Schelhammer Capital - Sicherheitsoptimiertes Portfolio T5;Security Kapitalanlage Aktiengesellschaft;17606489;529900Y02QLLPEU7QA57;ISSUED;4726;A;
AT0000A2SR02;Raiffeisen-Nachhaltigkeit-Diversified (R) T;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;16500008;5299008KGR8RQZBDNR27;ISSUED;4506;A;
AT0000A2SR10;Raiffeisen-Nachhaltigkeit-Diversified (R) A;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;16500008;5299008KGR8RQZBDNR27;ISSUED;4506;A;
AT0000A2SR28;Raiffeisen-Nachhaltigkeit-Diversified (RZ) T;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;16500008;5299008KGR8RQZBDNR27;ISSUED;4506;A;
AT0000A2SR36;Raiffeisen-Nachhaltigkeit-Diversified (RZ) A;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;16500008;5299008KGR8RQZBDNR27;ISSUED;4506;A;
AT0000A2SRF1;SMART VOLATILITY PLUS EUR I01;Erste Asset Management GmbH;27427897;529900XOB8HDVNX9K466;ISSUED;5538;A;
AT0000A2SRG9;SMART VOLATILITY PLUS EUR I01;Erste Asset Management GmbH;27427897;529900XOB8HDVNX9K466;ISSUED;5538;A;
AT0000A2SRH7;SMART VOLATILITY PLUS EUR I02;Erste Asset Management GmbH;27427897;529900XOB8HDVNX9K466;ISSUED;5538;A;
AT0000A2SRJ3;SMART VOLATILITY PLUS EUR I02;Erste Asset Management GmbH;27427897;529900XOB8HDVNX9K466;ISSUED;5538;A;
AT0000A2SRK1;SMART VOLATILITY PLUS EUR R01;Erste Asset Management GmbH;27427897;529900XOB8HDVNX9K466;ISSUED;5538;A;
AT0000A2SRL9;SMART VOLATILITY PLUS EUR R01;Erste Asset Management GmbH;27427897;529900XOB8HDVNX9K466;ISSUED;5538;A;
AT0000A2SS92;Universitäten Mix 1;Erste Asset Management GmbH;27439470;5299002ZQPTJH4MCOU44;ISSUED;5539;A;
AT0000A2ST18;Atlanta;LLB Invest Kapitalanlagegesellschaft m.b.H.;27448606;529900311GGAMQF05A53;ISSUED;5541;A;
AT0000A2STA8;ERSTE STOCK VALUE EUR D02;Erste Asset Management GmbH;27458830;529900P70W7G5UO3SC67;ISSUED;5544;A;
AT0000A2STB6;ERSTE STOCK VALUE EUR R01;Erste Asset Management GmbH;27458830;529900P70W7G5UO3SC67;ISSUED;5544;A;
AT0000A2STC4;ERSTE STOCK VALUE EUR R01;Erste Asset Management GmbH;27458830;529900P70W7G5UO3SC67;ISSUED;5544;A;
AT0000A2STD2;ERSTE STOCK VALUE EUR R01;Erste Asset Management GmbH;27458830;529900P70W7G5UO3SC67;ISSUED;5544;A;
AT0000A2STE0;ERSTE STOCK VALUE HUF D02;Erste Asset Management GmbH;27458830;529900P70W7G5UO3SC67;ISSUED;5544;A;
AT0000A2STF7;ERSTE STOCK VALUE HUF R01;Erste Asset Management GmbH;27458830;529900P70W7G5UO3SC67;ISSUED;5544;A;
AT0000A2STG5;ERSTE STOCK VALUE (CZK) CZK D02;Erste Asset Management GmbH;27452786;5299007V6PHFQU60VR61;ISSUED;5543;A;
AT0000A2STH3;ERSTE STOCK VALUE (CZK) CZK R01;Erste Asset Management GmbH;27452786;5299007V6PHFQU60VR61;ISSUED;5543;A;
AT0000A2STP6;R 295-Fonds;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;27466949;5299000L4THQ1BMZ2O70;ISSUED;5545;A;
AT0000A2STU6;KEPLER Umwelt Aktienfonds IT (T);KEPLER-FONDS Kapitalanlagegesellschaft m.b.H.;21911886;529900ICZICYZYSV7605;ISSUED;5194;A;
AT0000A2SWM7;SwissConcept;LLB Invest Kapitalanlagegesellschaft m.b.H.;27516628;529900CR2QFPOZA69789;ISSUED;5546;A;
AT0000A2SWP0;Novogenia;KEPLER-FONDS Kapitalanlagegesellschaft m.b.H.;27516636;529900R95UY8XM5TRF72;ISSUED;5547;A;
AT0000A2SWT2;Kathrein ESG Global Megatrends (R) T;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;27521796;529900WU1UDGKU17ZF23;ISSUED;5548;A;
AT0000A2SWU0;Kathrein ESG Global Megatrends (R) A;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;27521796;529900WU1UDGKU17ZF23;ISSUED;5548;A;
AT0000A2SWV8;Kathrein ESG Global Megatrends (R) VTA;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;27521796;529900WU1UDGKU17ZF23;ISSUED;5548;A;
AT0000A2SWW6;Kathrein ESG Global Megatrends (I) T;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;27521796;529900WU1UDGKU17ZF23;ISSUED;5548;A;
AT0000A2T453;TTM PM Fonds;KEPLER-FONDS Kapitalanlagegesellschaft m.b.H.;27534014;529900SMFRPBVB984051;ISSUED;5549;A;
AT0000A2T495;WB Vermögensbildungsfonds (R);LLB Invest Kapitalanlagegesellschaft m.b.H.;27534022;529900Y6KFPPJ06DVO62;ISSUED;5550;A;
AT0000A2T4A3;WB Vermögensbildungsfonds (R);LLB Invest Kapitalanlagegesellschaft m.b.H.;27534022;529900Y6KFPPJ06DVO62;ISSUED;5550;A;
AT0000A2T4B1;WB Vermögensbildungsfonds (I);LLB Invest Kapitalanlagegesellschaft m.b.H.;27534022;529900Y6KFPPJ06DVO62;ISSUED;5550;A;
AT0000A2TLC9;Immo 739 798;LLB Invest Kapitalanlagegesellschaft m.b.H.;27581012;529900JVDMC7B3A5BP53;ISSUED;5553;A;
